timeframe,sep_pct,direction,sl_kind,sl_val,is_trades,is_wr,is_pf,is_net,is_avg_pct,oos_trades,oos_wr,oos_pf,oos_net,oos_avg_pct
1d,2.0,long only,Percent,5.0,13,30.77,1.999,4608.27,3.5448,22,27.27,0.455,-4176.95,-1.8986
1d,2.0,short only,Percent,5.0,18,16.67,0.865,-978.61,-0.5437,18,38.89,0.983,-97.12,-0.054
1d,2.0,both,Percent,8.0,27,29.63,1.155,2283.17,0.8456,33,39.39,0.581,-6449.63,-1.9544
1d,2.0,long only,Percent,8.0,11,36.36,1.548,3115.21,2.832,19,31.58,0.354,-6284.5,-3.3076
1d,2.0,short only,Percent,8.0,16,25.0,0.908,-832.04,-0.52,14,50.0,0.971,-165.13,-0.1179
1d,2.0,both,1R to TP,,20,45.0,0.864,-2951.73,-1.4759,22,45.45,0.537,-5165.46,-2.3479
1d,2.0,long only,1R to TP,,7,57.14,1.44,2315.74,3.3082,12,33.33,0.203,-5724.44,-4.7704
1d,2.0,short only,1R to TP,,13,38.46,0.679,-5267.48,-4.0519,10,60.0,1.141,558.98,0.559
1d,2.0,both,ATR,1.0,29,24.14,1.209,2820.23,0.9725,45,26.67,0.658,-4517.34,-1.0039
1d,2.0,long only,ATR,1.0,12,33.33,2.416,5159.42,4.2995,26,23.08,0.46,-4521.43,-1.739
1d,2.0,short only,ATR,1.0,17,17.65,0.762,-2339.19,-1.376,19,31.58,1.001,4.1,0.0022
1d,2.0,both,ATR,1.5,28,32.14,1.191,3387.79,1.2099,39,33.33,0.585,-6447.65,-1.6532
1d,2.0,long only,ATR,1.5,12,33.33,1.626,3389.42,2.8245,22,27.27,0.361,-6310.66,-2.8685
1d,2.0,short only,ATR,1.5,16,31.25,1.0,-1.63,-0.001,17,41.18,0.976,-136.99,-0.0806
1d,2.0,both,ATR,2.0,25,36.0,1.069,1355.89,0.5424,31,41.94,0.594,-6132.6,-1.9783
1d,2.0,long only,ATR,2.0,10,40.0,1.641,3439.88,3.4399,18,33.33,0.34,-6701.01,-3.7228
1d,2.0,short only,ATR,2.0,15,33.33,0.855,-2083.99,-1.3893,13,53.85,1.115,568.41,0.4372
1d,2.0,both,ATR,3.0,20,45.0,1.03,547.18,0.2736,26,50.0,0.565,-6691.87,-2.5738
1d,2.0,long only,ATR,3.0,8,50.0,1.334,1896.06,2.3701,14,42.86,0.356,-6244.58,-4.4604
1d,2.0,short only,ATR,3.0,12,41.67,0.892,-1348.88,-1.1241,12,58.33,0.921,-447.29,-0.3727
1d,2.0,both,ATR,4.0,19,47.37,0.829,-3848.23,-2.0254,22,59.09,0.581,-5756.45,-2.6166
1d,2.0,long only,ATR,4.0,7,57.14,1.27,1612.93,2.3042,12,50.0,0.362,-6086.05,-5.0717
1d,2.0,short only,ATR,4.0,12,41.67,0.671,-5461.16,-4.551,10,70.0,1.078,329.6,0.3296
1d,3.0,both,Percent,0.625,39,10.26,3.548,6685.42,1.7142,53,3.77,0.172,-3080.4,-0.5812
1d,3.0,long only,Percent,0.625,14,28.57,12.296,8552.32,6.1088,29,3.45,0.073,-1895.07,-0.6535
1d,3.0,short only,Percent,0.625,25,0.0,0.0,-1866.9,-0.7468,24,4.17,0.293,-1185.33,-0.4939
1d,3.0,both,Percent,1.5,37,13.51,2.286,6577.21,1.7776,52,13.46,0.664,-2426.61,-0.4667
1d,3.0,long only,Percent,1.5,14,28.57,5.705,7677.76,5.4841,29,17.24,0.812,-722.86,-0.2493
1d,3.0,short only,Percent,1.5,23,4.35,0.684,-1100.54,-0.4785,23,8.7,0.494,-1703.75,-0.7408
1d,3.0,both,Percent,3.0,36,16.67,1.387,3541.57,0.9838,43,25.58,0.883,-1166.68,-0.2713
1d,3.0,long only,Percent,3.0,14,28.57,2.973,6178.51,4.4132,25,24.0,0.667,-1962.11,-0.7848
1d,3.0,short only,Percent,3.0,22,9.09,0.561,-2636.94,-1.1986,18,27.78,1.197,795.43,0.4419
1d,3.0,both,Percent,5.0,31,22.58,1.306,3629.66,1.1709,38,31.58,0.69,-4117.68,-1.0836
1d,3.0,long only,Percent,5.0,13,30.77,1.999,4608.27,3.5448,21,28.57,0.476,-4012.31,-1.9106
1d,3.0,short only,Percent,5.0,18,16.67,0.865,-978.61,-0.5437,17,35.29,0.981,-105.37,-0.062
1d,3.0,both,Percent,8.0,27,29.63,1.155,2283.17,0.8456,31,38.71,0.591,-6293.24,-2.0301
1d,3.0,long only,Percent,8.0,11,36.36,1.548,3115.21,2.832,18,33.33,0.371,-6119.86,-3.3999
1d,3.0,short only,Percent,8.0,16,25.0,0.908,-832.04,-0.52,13,46.15,0.969,-173.38,-0.1334
1d,3.0,both,1R to TP,,20,45.0,0.864,-2951.73,-1.4759,18,55.56,0.561,-4674.46,-2.5969
1d,3.0,long only,1R to TP,,7,57.14,1.44,2315.74,3.3082,9,44.44,0.217,-5262.02,-5.8467
1d,3.0,short only,1R to TP,,13,38.46,0.679,-5267.48,-4.0519,9,66.67,1.149,587.56,0.6528
1d,3.0,both,ATR,1.0,29,24.14,1.209,2820.23,0.9725,42,26.19,0.677,-4173.86,-0.9938
1d,3.0,long only,ATR,1.0,12,33.33,2.416,5159.42,4.2995,24,25.0,0.486,-4169.7,-1.7374
1d,3.0,short only,ATR,1.0,17,17.65,0.762,-2339.19,-1.376,18,27.78,0.999,-4.16,-0.0023
1d,3.0,both,ATR,1.5,28,32.14,1.191,3387.79,1.2099,36,33.33,0.605,-5980.22,-1.6612
1d,3.0,long only,ATR,1.5,12,33.33,1.626,3389.42,2.8245,20,30.0,0.385,-5834.98,-2.9175
1d,3.0,short only,ATR,1.5,16,31.25,1.0,-1.63,-0.001,16,37.5,0.974,-145.24,-0.0908
1d,3.0,both,ATR,2.0,25,36.0,1.069,1355.89,0.5424,29,41.38,0.604,-5976.21,-2.0608
1d,3.0,long only,ATR,2.0,10,40.0,1.641,3439.88,3.4399,17,35.29,0.355,-6536.37,-3.8449
1d,3.0,short only,ATR,2.0,15,33.33,0.855,-2083.99,-1.3893,12,50.0,1.113,560.16,0.4668
1d,3.0,both,ATR,3.0,20,45.0,1.03,547.18,0.2736,24,50.0,0.575,-6535.48,-2.7231
1d,3.0,long only,ATR,3.0,8,50.0,1.334,1896.06,2.3701,13,46.15,0.372,-6079.94,-4.6769
1d,3.0,short only,ATR,3.0,12,41.67,0.892,-1348.88,-1.1241,11,54.55,0.92,-455.54,-0.4141
1d,3.0,both,ATR,4.0,19,47.37,0.829,-3848.23,-2.0254,20,60.0,0.592,-5600.06,-2.8
1d,3.0,long only,ATR,4.0,7,57.14,1.27,1612.93,2.3042,11,54.55,0.378,-5921.4,-5.3831
1d,3.0,short only,ATR,4.0,12,41.67,0.671,-5461.16,-4.551,9,66.67,1.076,321.34,0.357
1d,5.0,both,Percent,0.625,38,10.53,3.563,6696.57,1.7623,48,2.08,0.143,-2938.06,-0.6121
1d,5.0,long only,Percent,0.625,14,28.57,12.296,8552.32,6.1088,25,0.0,0.0,-1825.44,-0.7302
1d,5.0,short only,Percent,0.625,24,0.0,0.0,-1855.75,-0.7732,23,4.35,0.306,-1112.62,-0.4837
1d,5.0,both,Percent,1.5,36,13.89,2.291,6588.36,1.8301,47,8.51,0.57,-2966.02,-0.6311
1d,5.0,long only,Percent,1.5,14,28.57,5.705,7677.76,5.4841,25,8.0,0.615,-1422.52,-0.569
1d,5.0,short only,Percent,1.5,22,4.55,0.686,-1089.39,-0.4952,22,9.09,0.519,-1543.5,-0.7016
1d,5.0,both,Percent,3.0,35,17.14,1.389,3552.72,1.0151,39,17.95,0.75,-2487.23,-0.6378
1d,5.0,long only,Percent,3.0,14,28.57,2.973,6178.51,4.4132,22,13.64,0.514,-2867.39,-1.3034
1d,5.0,short only,Percent,3.0,21,9.52,0.562,-2625.79,-1.2504,17,23.53,1.094,380.16,0.2236
1d,5.0,both,Percent,5.0,30,23.33,1.307,3640.81,1.2136,34,23.53,0.59,-5438.23,-1.5995
1d,5.0,long only,Percent,5.0,13,30.77,1.999,4608.27,3.5448,18,16.67,0.358,-4917.59,-2.732
1d,5.0,short only,Percent,5.0,17,17.65,0.866,-967.46,-0.5691,16,31.25,0.907,-520.65,-0.3254
1d,5.0,both,Percent,8.0,26,30.77,1.156,2294.32,0.8824,27,29.63,0.506,-7613.79,-2.8199
1d,5.0,long only,Percent,8.0,11,36.36,1.548,3115.21,2.832,15,20.0,0.277,-7025.13,-4.6834
1d,5.0,short only,Percent,8.0,15,26.67,0.909,-820.89,-0.5473,12,41.67,0.896,-588.65,-0.4905
1d,5.0,both,1R to TP,,19,47.37,0.864,-2940.58,-1.5477,14,42.86,0.438,-5995.01,-4.2822
1d,5.0,long only,1R to TP,,7,57.14,1.44,2315.74,3.3082,6,16.67,0.083,-6167.3,-10.2788
1d,5.0,short only,1R to TP,,12,41.67,0.679,-5256.32,-4.3803,8,62.5,1.044,172.28,0.2154
1d,5.0,both,ATR,1.0,28,25.0,1.21,2831.39,1.0112,38,18.42,0.575,-5494.41,-1.4459
1d,5.0,long only,ATR,1.0,12,33.33,2.416,5159.42,4.2995,21,14.29,0.374,-5074.98,-2.4167
1d,5.0,short only,ATR,1.0,16,18.75,0.763,-2328.04,-1.455,17,23.53,0.913,-419.43,-0.2467
1d,5.0,both,ATR,1.5,27,33.33,1.192,3398.94,1.2589,32,25.0,0.517,-7300.77,-2.2815
1d,5.0,long only,ATR,1.5,12,33.33,1.626,3389.42,2.8245,17,17.65,0.289,-6740.26,-3.9649
1d,5.0,short only,ATR,1.5,15,33.33,1.001,9.52,0.0063,15,33.33,0.901,-560.52,-0.3737
1d,5.0,both,ATR,2.0,24,37.5,1.069,1367.04,0.5696,25,32.0,0.516,-7296.76,-2.9187
1d,5.0,long only,ATR,2.0,10,40.0,1.641,3439.88,3.4399,14,21.43,0.266,-7441.64,-5.3155
1d,5.0,short only,ATR,2.0,14,35.71,0.856,-2072.84,-1.4806,11,45.45,1.029,144.88,0.1317
1d,5.0,both,ATR,3.0,19,47.37,1.031,558.33,0.2939,20,40.0,0.489,-7856.03,-3.928
1d,5.0,long only,ATR,3.0,8,50.0,1.334,1896.06,2.3701,10,30.0,0.279,-6985.22,-6.9852
1d,5.0,short only,ATR,3.0,11,45.45,0.893,-1337.73,-1.2161,10,50.0,0.847,-870.81,-0.8708
1d,5.0,both,ATR,4.0,18,50.0,0.83,-3837.08,-2.1317,16,50.0,0.496,-6920.61,-4.3254
1d,5.0,long only,ATR,4.0,7,57.14,1.27,1612.93,2.3042,8,37.5,0.283,-6826.68,-8.5333
1d,5.0,short only,ATR,4.0,11,45.45,0.671,-5450.01,-4.9546,8,62.5,0.978,-93.93,-0.1174
1w,0.15,both,Percent,0.625,9,0.0,0.0,-672.49,-0.7467,3,0.0,0.0,-146.84,-0.4895
1w,0.15,long only,Percent,0.625,0,,,0.0,,1,0.0,0.0,-1.09,-0.0109
1w,0.15,short only,Percent,0.625,9,0.0,0.0,-672.49,-0.7467,2,0.0,0.0,-145.75,-0.7287
1w,0.15,both,Percent,1.5,9,0.0,0.0,-1460.38,-1.6222,3,0.0,0.0,-321.93,-1.0731
1w,0.15,long only,Percent,1.5,0,,,0.0,,1,0.0,0.0,-1.09,-0.0109
1w,0.15,short only,Percent,1.5,9,0.0,0.0,-1460.38,-1.6222,2,0.0,0.0,-320.84,-1.6042
1w,0.15,both,Percent,3.0,9,11.11,1.269,671.42,0.7465,3,33.33,15.1,4391.65,14.6388
1w,0.15,long only,Percent,3.0,0,,,0.0,,1,0.0,0.0,-1.09,-0.0109
1w,0.15,short only,Percent,3.0,9,11.11,1.269,671.42,0.7465,2,50.0,15.154,4392.75,21.9637
1w,0.15,both,Percent,5.0,9,11.11,0.773,-929.38,-1.0322,3,66.67,7453.29,8150.61,27.1687
1w,0.15,long only,Percent,5.0,0,,,0.0,,1,0.0,0.0,-1.09,-0.0109
1w,0.15,short only,Percent,5.0,9,11.11,0.773,-929.38,-1.0322,2,100.0,inf,8151.7,40.7585
1w,0.15,both,Percent,8.0,8,12.5,0.557,-2517.47,-3.1463,3,66.67,7453.29,8150.61,27.1687
1w,0.15,long only,Percent,8.0,0,,,0.0,,1,0.0,0.0,-1.09,-0.0109
1w,0.15,short only,Percent,8.0,8,12.5,0.557,-2517.47,-3.1463,2,100.0,inf,8151.7,40.7585
1w,0.15,both,1R to TP,,5,40.0,0.737,-3293.35,-6.3094,3,66.67,7453.29,8150.61,27.1687
1w,0.15,long only,1R to TP,,0,,,0.0,,1,0.0,0.0,-1.09,-0.0109
1w,0.15,short only,1R to TP,,5,40.0,0.737,-3293.35,-6.3094,2,100.0,inf,8151.7,40.7585
1w,0.15,both,ATR,1.0,5,40.0,1.487,2760.84,5.799,3,66.67,7453.29,8150.61,27.1687
1w,0.15,long only,ATR,1.0,0,,,0.0,,1,0.0,0.0,-1.09,-0.0109
1w,0.15,short only,ATR,1.0,5,40.0,1.487,2760.84,5.799,2,100.0,inf,8151.7,40.7585
1w,0.15,both,ATR,1.5,5,40.0,0.993,-199.35,-0.1214,3,66.67,7453.29,8150.61,27.1687
1w,0.15,long only,ATR,1.5,0,,,0.0,,1,0.0,0.0,-1.09,-0.0109
1w,0.15,short only,ATR,1.5,5,40.0,0.993,-199.35,-0.1214,2,100.0,inf,8151.7,40.7585
1w,0.15,both,ATR,2.0,5,40.0,0.746,-3159.53,-6.0418,3,66.67,7453.29,8150.61,27.1687
1w,0.15,long only,ATR,2.0,0,,,0.0,,1,0.0,0.0,-1.09,-0.0109
1w,0.15,short only,ATR,2.0,5,40.0,0.746,-3159.53,-6.0418,2,100.0,inf,8151.7,40.7585
1w,0.15,both,ATR,3.0,4,50.0,0.652,-4266.45,-10.3195,3,66.67,7453.29,8150.61,27.1687
1w,0.15,long only,ATR,3.0,0,,,0.0,,1,0.0,0.0,-1.09,-0.0109
1w,0.15,short only,ATR,3.0,4,50.0,0.652,-4266.45,-10.3195,2,100.0,inf,8151.7,40.7585
1w,0.15,both,ATR,4.0,4,50.0,0.489,-8215.93,-20.1932,3,66.67,7453.29,8150.61,27.1687
1w,0.15,long only,ATR,4.0,0,,,0.0,,1,0.0,0.0,-1.09,-0.0109
1w,0.15,short only,ATR,4.0,4,50.0,0.489,-8215.93,-20.1932,2,100.0,inf,8151.7,40.7585
1w,0.5,both,Percent,0.625,9,0.0,0.0,-672.49,-0.7467,3,0.0,0.0,-146.84,-0.4895
1w,0.5,long only,Percent,0.625,0,,,0.0,,1,0.0,0.0,-1.09,-0.0109
1w,0.5,short only,Percent,0.625,9,0.0,0.0,-672.49,-0.7467,2,0.0,0.0,-145.75,-0.7287
1w,0.5,both,Percent,1.5,9,0.0,0.0,-1460.38,-1.6222,3,0.0,0.0,-321.93,-1.0731
1w,0.5,long only,Percent,1.5,0,,,0.0,,1,0.0,0.0,-1.09,-0.0109
1w,0.5,short only,Percent,1.5,9,0.0,0.0,-1460.38,-1.6222,2,0.0,0.0,-320.84,-1.6042
1w,0.5,both,Percent,3.0,9,11.11,1.269,671.42,0.7465,3,33.33,15.1,4391.65,14.6388
1w,0.5,long only,Percent,3.0,0,,,0.0,,1,0.0,0.0,-1.09,-0.0109
1w,0.5,short only,Percent,3.0,9,11.11,1.269,671.42,0.7465,2,50.0,15.154,4392.75,21.9637
1w,0.5,both,Percent,5.0,9,11.11,0.773,-929.38,-1.0322,3,66.67,7453.29,8150.61,27.1687
1w,0.5,long only,Percent,5.0,0,,,0.0,,1,0.0,0.0,-1.09,-0.0109
1w,0.5,short only,Percent,5.0,9,11.11,0.773,-929.38,-1.0322,2,100.0,inf,8151.7,40.7585
1w,0.5,both,Percent,8.0,8,12.5,0.557,-2517.47,-3.1463,3,66.67,7453.29,8150.61,27.1687
1w,0.5,long only,Percent,8.0,0,,,0.0,,1,0.0,0.0,-1.09,-0.0109
1w,0.5,short only,Percent,8.0,8,12.5,0.557,-2517.47,-3.1463,2,100.0,inf,8151.7,40.7585
1w,0.5,both,1R to TP,,5,40.0,0.737,-3293.35,-6.3094,3,66.67,7453.29,8150.61,27.1687
1w,0.5,long only,1R to TP,,0,,,0.0,,1,0.0,0.0,-1.09,-0.0109
1w,0.5,short only,1R to TP,,5,40.0,0.737,-3293.35,-6.3094,2,100.0,inf,8151.7,40.7585
1w,0.5,both,ATR,1.0,5,40.0,1.487,2760.84,5.799,3,66.67,7453.29,8150.61,27.1687
1w,0.5,long only,ATR,1.0,0,,,0.0,,1,0.0,0.0,-1.09,-0.0109
1w,0.5,short only,ATR,1.0,5,40.0,1.487,2760.84,5.799,2,100.0,inf,8151.7,40.7585
1w,0.5,both,ATR,1.5,5,40.0,0.993,-199.35,-0.1214,3,66.67,7453.29,8150.61,27.1687
1w,0.5,long only,ATR,1.5,0,,,0.0,,1,0.0,0.0,-1.09,-0.0109
1w,0.5,short only,ATR,1.5,5,40.0,0.993,-199.35,-0.1214,2,100.0,inf,8151.7,40.7585
1w,0.5,both,ATR,2.0,5,40.0,0.746,-3159.53,-6.0418,3,66.67,7453.29,8150.61,27.1687
1w,0.5,long only,ATR,2.0,0,,,0.0,,1,0.0,0.0,-1.09,-0.0109
1w,0.5,short only,ATR,2.0,5,40.0,0.746,-3159.53,-6.0418,2,100.0,inf,8151.7,40.7585
1w,0.5,both,ATR,3.0,4,50.0,0.652,-4266.45,-10.3195,3,66.67,7453.29,8150.61,27.1687
1w,0.5,long only,ATR,3.0,0,,,0.0,,1,0.0,0.0,-1.09,-0.0109
1w,0.5,short only,ATR,3.0,4,50.0,0.652,-4266.45,-10.3195,2,100.0,inf,8151.7,40.7585
1w,0.5,both,ATR,4.0,4,50.0,0.489,-8215.93,-20.1932,3,66.67,7453.29,8150.61,27.1687
1w,0.5,long only,ATR,4.0,0,,,0.0,,1,0.0,0.0,-1.09,-0.0109
1w,0.5,short only,ATR,4.0,4,50.0,0.489,-8215.93,-20.1932,2,100.0,inf,8151.7,40.7585
1w,1.0,both,Percent,0.625,9,0.0,0.0,-672.49,-0.7467,3,0.0,0.0,-146.84,-0.4895
1w,1.0,long only,Percent,0.625,0,,,0.0,,1,0.0,0.0,-1.09,-0.0109
1w,1.0,short only,Percent,0.625,9,0.0,0.0,-672.49,-0.7467,2,0.0,0.0,-145.75,-0.7287
1w,1.0,both,Percent,1.5,9,0.0,0.0,-1460.38,-1.6222,3,0.0,0.0,-321.93,-1.0731
1w,1.0,long only,Percent,1.5,0,,,0.0,,1,0.0,0.0,-1.09,-0.0109
1w,1.0,short only,Percent,1.5,9,0.0,0.0,-1460.38,-1.6222,2,0.0,0.0,-320.84,-1.6042
1w,1.0,both,Percent,3.0,9,11.11,1.269,671.42,0.7465,3,33.33,15.1,4391.65,14.6388
1w,1.0,long only,Percent,3.0,0,,,0.0,,1,0.0,0.0,-1.09,-0.0109
1w,1.0,short only,Percent,3.0,9,11.11,1.269,671.42,0.7465,2,50.0,15.154,4392.75,21.9637
1w,1.0,both,Percent,5.0,9,11.11,0.773,-929.38,-1.0322,3,66.67,7453.29,8150.61,27.1687
1w,1.0,long only,Percent,5.0,0,,,0.0,,1,0.0,0.0,-1.09,-0.0109
1w,1.0,short only,Percent,5.0,9,11.11,0.773,-929.38,-1.0322,2,100.0,inf,8151.7,40.7585
1w,1.0,both,Percent,8.0,8,12.5,0.557,-2517.47,-3.1463,3,66.67,7453.29,8150.61,27.1687
1w,1.0,long only,Percent,8.0,0,,,0.0,,1,0.0,0.0,-1.09,-0.0109
1w,1.0,short only,Percent,8.0,8,12.5,0.557,-2517.47,-3.1463,2,100.0,inf,8151.7,40.7585
1w,1.0,both,1R to TP,,5,40.0,0.737,-3293.35,-6.3094,3,66.67,7453.29,8150.61,27.1687
1w,1.0,long only,1R to TP,,0,,,0.0,,1,0.0,0.0,-1.09,-0.0109
1w,1.0,short only,1R to TP,,5,40.0,0.737,-3293.35,-6.3094,2,100.0,inf,8151.7,40.7585
1w,1.0,both,ATR,1.0,5,40.0,1.487,2760.84,5.799,3,66.67,7453.29,8150.61,27.1687
1w,1.0,long only,ATR,1.0,0,,,0.0,,1,0.0,0.0,-1.09,-0.0109
1w,1.0,short only,ATR,1.0,5,40.0,1.487,2760.84,5.799,2,100.0,inf,8151.7,40.7585
1w,1.0,both,ATR,1.5,5,40.0,0.993,-199.35,-0.1214,3,66.67,7453.29,8150.61,27.1687
1w,1.0,long only,ATR,1.5,0,,,0.0,,1,0.0,0.0,-1.09,-0.0109
1w,1.0,short only,ATR,1.5,5,40.0,0.993,-199.35,-0.1214,2,100.0,inf,8151.7,40.7585
1w,1.0,both,ATR,2.0,5,40.0,0.746,-3159.53,-6.0418,3,66.67,7453.29,8150.61,27.1687
1w,1.0,long only,ATR,2.0,0,,,0.0,,1,0.0,0.0,-1.09,-0.0109
1w,1.0,short only,ATR,2.0,5,40.0,0.746,-3159.53,-6.0418,2,100.0,inf,8151.7,40.7585
1w,1.0,both,ATR,3.0,4,50.0,0.652,-4266.45,-10.3195,3,66.67,7453.29,8150.61,27.1687
1w,1.0,long only,ATR,3.0,0,,,0.0,,1,0.0,0.0,-1.09,-0.0109
1w,1.0,short only,ATR,3.0,4,50.0,0.652,-4266.45,-10.3195,2,100.0,inf,8151.7,40.7585
1w,1.0,both,ATR,4.0,4,50.0,0.489,-8215.93,-20.1932,3,66.67,7453.29,8150.61,27.1687
1w,1.0,long only,ATR,4.0,0,,,0.0,,1,0.0,0.0,-1.09,-0.0109
1w,1.0,short only,ATR,4.0,4,50.0,0.489,-8215.93,-20.1932,2,100.0,inf,8151.7,40.7585
1w,2.0,both,Percent,0.625,9,0.0,0.0,-672.49,-0.7467,3,0.0,0.0,-146.84,-0.4895
1w,2.0,long only,Percent,0.625,0,,,0.0,,1,0.0,0.0,-1.09,-0.0109
1w,2.0,short only,Percent,0.625,9,0.0,0.0,-672.49,-0.7467,2,0.0,0.0,-145.75,-0.7287
1w,2.0,both,Percent,1.5,9,0.0,0.0,-1460.38,-1.6222,3,0.0,0.0,-321.93,-1.0731
1w,2.0,long only,Percent,1.5,0,,,0.0,,1,0.0,0.0,-1.09,-0.0109
1w,2.0,short only,Percent,1.5,9,0.0,0.0,-1460.38,-1.6222,2,0.0,0.0,-320.84,-1.6042
1w,2.0,both,Percent,3.0,9,11.11,1.269,671.42,0.7465,3,33.33,15.1,4391.65,14.6388
1w,2.0,long only,Percent,3.0,0,,,0.0,,1,0.0,0.0,-1.09,-0.0109
1w,2.0,short only,Percent,3.0,9,11.11,1.269,671.42,0.7465,2,50.0,15.154,4392.75,21.9637
1w,2.0,both,Percent,5.0,9,11.11,0.773,-929.38,-1.0322,3,66.67,7453.29,8150.61,27.1687
1w,2.0,long only,Percent,5.0,0,,,0.0,,1,0.0,0.0,-1.09,-0.0109
1w,2.0,short only,Percent,5.0,9,11.11,0.773,-929.38,-1.0322,2,100.0,inf,8151.7,40.7585
1w,2.0,both,Percent,8.0,8,12.5,0.557,-2517.47,-3.1463,3,66.67,7453.29,8150.61,27.1687
1w,2.0,long only,Percent,8.0,0,,,0.0,,1,0.0,0.0,-1.09,-0.0109
1w,2.0,short only,Percent,8.0,8,12.5,0.557,-2517.47,-3.1463,2,100.0,inf,8151.7,40.7585
1w,2.0,both,1R to TP,,5,40.0,0.737,-3293.35,-6.3094,3,66.67,7453.29,8150.61,27.1687
1w,2.0,long only,1R to TP,,0,,,0.0,,1,0.0,0.0,-1.09,-0.0109
1w,2.0,short only,1R to TP,,5,40.0,0.737,-3293.35,-6.3094,2,100.0,inf,8151.7,40.7585
1w,2.0,both,ATR,1.0,5,40.0,1.487,2760.84,5.799,3,66.67,7453.29,8150.61,27.1687
1w,2.0,long only,ATR,1.0,0,,,0.0,,1,0.0,0.0,-1.09,-0.0109
1w,2.0,short only,ATR,1.0,5,40.0,1.487,2760.84,5.799,2,100.0,inf,8151.7,40.7585
1w,2.0,both,ATR,1.5,5,40.0,0.993,-199.35,-0.1214,3,66.67,7453.29,8150.61,27.1687
1w,2.0,long only,ATR,1.5,0,,,0.0,,1,0.0,0.0,-1.09,-0.0109
1w,2.0,short only,ATR,1.5,5,40.0,0.993,-199.35,-0.1214,2,100.0,inf,8151.7,40.7585
1w,2.0,both,ATR,2.0,5,40.0,0.746,-3159.53,-6.0418,3,66.67,7453.29,8150.61,27.1687
1w,2.0,long only,ATR,2.0,0,,,0.0,,1,0.0,0.0,-1.09,-0.0109
1w,2.0,short only,ATR,2.0,5,40.0,0.746,-3159.53,-6.0418,2,100.0,inf,8151.7,40.7585
1w,2.0,both,ATR,3.0,4,50.0,0.652,-4266.45,-10.3195,3,66.67,7453.29,8150.61,27.1687
1w,2.0,long only,ATR,3.0,0,,,0.0,,1,0.0,0.0,-1.09,-0.0109
1w,2.0,short only,ATR,3.0,4,50.0,0.652,-4266.45,-10.3195,2,100.0,inf,8151.7,40.7585
1w,2.0,both,ATR,4.0,4,50.0,0.489,-8215.93,-20.1932,3,66.67,7453.29,8150.61,27.1687
1w,2.0,long only,ATR,4.0,0,,,0.0,,1,0.0,0.0,-1.09,-0.0109
1w,2.0,short only,ATR,4.0,4,50.0,0.489,-8215.93,-20.1932,2,100.0,inf,8151.7,40.7585
1w,3.0,both,Percent,0.625,9,0.0,0.0,-672.49,-0.7467,3,0.0,0.0,-146.84,-0.4895
1w,3.0,long only,Percent,0.625,0,,,0.0,,1,0.0,0.0,-1.09,-0.0109
1w,3.0,short only,Percent,0.625,9,0.0,0.0,-672.49,-0.7467,2,0.0,0.0,-145.75,-0.7287
1w,3.0,both,Percent,1.5,9,0.0,0.0,-1460.38,-1.6222,3,0.0,0.0,-321.93,-1.0731
1w,3.0,long only,Percent,1.5,0,,,0.0,,1,0.0,0.0,-1.09,-0.0109
1w,3.0,short only,Percent,1.5,9,0.0,0.0,-1460.38,-1.6222,2,0.0,0.0,-320.84,-1.6042
1w,3.0,both,Percent,3.0,9,11.11,1.269,671.42,0.7465,3,33.33,15.1,4391.65,14.6388
1w,3.0,long only,Percent,3.0,0,,,0.0,,1,0.0,0.0,-1.09,-0.0109
1w,3.0,short only,Percent,3.0,9,11.11,1.269,671.42,0.7465,2,50.0,15.154,4392.75,21.9637
1w,3.0,both,Percent,5.0,9,11.11,0.773,-929.38,-1.0322,3,66.67,7453.29,8150.61,27.1687
1w,3.0,long only,Percent,5.0,0,,,0.0,,1,0.0,0.0,-1.09,-0.0109
1w,3.0,short only,Percent,5.0,9,11.11,0.773,-929.38,-1.0322,2,100.0,inf,8151.7,40.7585
1w,3.0,both,Percent,8.0,8,12.5,0.557,-2517.47,-3.1463,3,66.67,7453.29,8150.61,27.1687
1w,3.0,long only,Percent,8.0,0,,,0.0,,1,0.0,0.0,-1.09,-0.0109
1w,3.0,short only,Percent,8.0,8,12.5,0.557,-2517.47,-3.1463,2,100.0,inf,8151.7,40.7585
1w,3.0,both,1R to TP,,5,40.0,0.737,-3293.35,-6.3094,3,66.67,7453.29,8150.61,27.1687
1w,3.0,long only,1R to TP,,0,,,0.0,,1,0.0,0.0,-1.09,-0.0109
1w,3.0,short only,1R to TP,,5,40.0,0.737,-3293.35,-6.3094,2,100.0,inf,8151.7,40.7585
1w,3.0,both,ATR,1.0,5,40.0,1.487,2760.84,5.799,3,66.67,7453.29,8150.61,27.1687
1w,3.0,long only,ATR,1.0,0,,,0.0,,1,0.0,0.0,-1.09,-0.0109
1w,3.0,short only,ATR,1.0,5,40.0,1.487,2760.84,5.799,2,100.0,inf,8151.7,40.7585
1w,3.0,both,ATR,1.5,5,40.0,0.993,-199.35,-0.1214,3,66.67,7453.29,8150.61,27.1687
1w,3.0,long only,ATR,1.5,0,,,0.0,,1,0.0,0.0,-1.09,-0.0109
1w,3.0,short only,ATR,1.5,5,40.0,0.993,-199.35,-0.1214,2,100.0,inf,8151.7,40.7585
